Genus,Species,state,sppcode,seedmass_mg,leaf_height_cm,sla,accSppName,meanSeedMass,sla_mi_jae,meanHt,dataset,species,species_id,number,leaf_area,perc_n,perc_c,CN,root_mass,shoot_mass,leaf_mass,single_root_mass,total_root_mass,total_shoot_mass,total_biomass,root_shoot,sla_mi_gh,notes,ourName
NA,NA,NA,NA,NA,NA,NA,Andropogon gerardii,NA,NA,NA,Zirbel_gh,Andropogon.gerardii,ANDGER,6,14.763,NA,NA,NA,0.897,0.329,0.06,0.032,0.929,0.389,1.318,2.388174807,246.05,NA,Andropogon gerardii
NA,NA,NA,NA,NA,NA,NA,Andropogon gerardii,NA,NA,NA,Zirbel_gh,Andropogon.gerardii,ANDGER,6,14.763,NA,NA,NA,0.897,0.329,0.06,0.032,0.929,0.389,1.318,2.388174807,246.05,NA,Andropogon gerardii
NA,NA,NA,NA,NA,NA,NA,Andropogon gerardii,NA,NA,NA,Zirbel_gh,Andropogon.gerardii,ANDGER,6,14.763,NA,NA,NA,0.897,0.329,0.06,0.032,0.929,0.389,1.318,2.388174807,246.05,NA,Andropogon gerardii
NA,NA,NA,NA,NA,NA,NA,Andropogon gerardii,NA,NA,NA,Zirbel_gh,Andropogon.gerardii,ANDGER,6,14.763,NA,NA,NA,0.897,0.329,0.06,0.032,0.929,0.389,1.318,2.388174807,246.05,NA,Andropogon gerardii
NA,NA,NA,NA,NA,NA,NA,Andropogon gerardii,NA,NA,NA,Zirbel_gh,Andropogon.gerardii,ANDGER,6,14.763,NA,NA,NA,0.897,0.329,0.06,0.032,0.929,0.389,1.318,2.388174807,246.05,NA,Andropogon gerardii
NA,NA,NA,NA,NA,NA,NA,Andropogon gerardii,NA,NA,NA,Zirbel_gh,Andropogon.gerardii,ANDGER,6,14.763,NA,NA,NA,0.897,0.329,0.06,0.032,0.929,0.389,1.318,2.388174807,246.05,NA,Andropogon gerardii
NA,NA,NA,NA,NA,NA,NA,Andropogon gerardii,NA,NA,NA,Zirbel_gh,Andropogon.gerardii,ANDGER,6,14.097,NA,NA,NA,0.737,0.408,0.059,0.07,0.807,0.467,1.274,1.728051392,238.9322034,NA,Andropogon gerardii
NA,NA,NA,NA,NA,NA,NA,Andropogon gerardii,NA,NA,NA,Zirbel_gh,Andropogon.gerardii,ANDGER,6,14.097,NA,NA,NA,0.737,0.408,0.059,0.07,0.807,0.467,1.274,1.728051392,238.9322034,NA,Andropogon gerardii
NA,NA,NA,NA,NA,NA,NA,Andropogon gerardii,NA,NA,NA,Zirbel_gh,Andropogon.gerardii,ANDGER,6,14.097,NA,NA,NA,0.737,0.408,0.059,0.07,0.807,0.467,1.274,1.728051392,238.9322034,NA,Andropogon gerardii
NA,NA,NA,NA,NA,NA,NA,Andropogon gerardii,NA,NA,NA,Zirbel_gh,Andropogon.gerardii,ANDGER,6,14.097,NA,NA,NA,0.737,0.408,0.059,0.07,0.807,0.467,1.274,1.728051392,238.9322034,NA,Andropogon gerardii
NA,NA,NA,NA,NA,NA,NA,Andropogon gerardii,NA,NA,NA,Zirbel_gh,Andropogon.gerardii,ANDGER,6,14.097,NA,NA,NA,0.737,0.408,0.059,0.07,0.807,0.467,1.274,1.728051392,238.9322034,NA,Andropogon gerardii
NA,NA,NA,NA,NA,NA,NA,Andropogon gerardii,NA,NA,NA,Zirbel_gh,Andropogon.gerardii,ANDGER,6,14.097,NA,NA,NA,0.737,0.408,0.059,0.07,0.807,0.467,1.274,1.728051392,238.9322034,NA,Andropogon gerardii
NA,NA,NA,NA,NA,NA,NA,Andropogon gerardii,NA,NA,NA,Zirbel_gh,Andropogon.gerardii,ANDGER,6,14.097,NA,NA,NA,0.737,0.408,0.059,0.07,0.807,0.467,1.274,1.728051392,238.9322034,NA,Andropogon gerardii
NA,NA,NA,NA,NA,NA,NA,Andropogon gerardii,NA,NA,NA,Zirbel_gh,Andropogon.gerardii,ANDGER,6,14.097,NA,NA,NA,0.737,0.408,0.059,0.07,0.807,0.467,1.274,1.728051392,238.9322034,NA,Andropogon gerardii
NA,NA,NA,NA,NA,NA,NA,Andropogon gerardii,NA,NA,NA,Zirbel_gh,Andropogon.gerardii,ANDGER,6,14.097,NA,NA,NA,0.737,0.408,0.059,0.07,0.807,0.467,1.274,1.728051392,238.9322034,NA,Andropogon gerardii
NA,NA,NA,NA,NA,NA,NA,Aquilegia canadensis,NA,NA,NA,Zirbel_gh,Aquilegia.canadensis,AQUCAN,1,7.427,2.9772,52.323,17.57456671,0.064,0.063,0.016,0.015,0.079,0.079,0.158,1,464.1875,NA,Aquilegia canadensis
NA,NA,NA,NA,NA,NA,NA,Aquilegia canadensis,NA,NA,NA,Zirbel_gh,Aquilegia.canadensis,AQUCAN,1,7.427,2.9772,52.323,17.57456671,0.064,0.063,0.016,0.015,0.079,0.079,0.158,1,464.1875,NA,Aquilegia canadensis
NA,NA,NA,NA,NA,NA,NA,Aquilegia canadensis,NA,NA,NA,Zirbel_gh,Aquilegia.canadensis,AQUCAN,1,7.427,2.9772,52.323,17.57456671,0.064,0.063,0.016,0.015,0.079,0.079,0.158,1,464.1875,NA,Aquilegia canadensis
NA,NA,NA,NA,NA,NA,NA,Aquilegia canadensis,NA,NA,NA,Zirbel_gh,Aquilegia.canadensis,AQUCAN,1,7.427,2.9772,52.323,17.57456671,0.064,0.063,0.016,0.015,0.079,0.079,0.158,1,464.1875,NA,Aquilegia canadensis
NA,NA,NA,NA,NA,NA,NA,Aquilegia canadensis,NA,NA,NA,Zirbel_gh,Aquilegia.canadensis,AQUCAN,1,7.427,2.9772,52.323,17.57456671,0.064,0.063,0.016,0.015,0.079,0.079,0.158,1,464.1875,NA,Aquilegia canadensis
NA,NA,NA,NA,NA,NA,NA,Aquilegia canadensis,NA,NA,NA,Zirbel_gh,Aquilegia.canadensis,AQUCAN,2,13.99,NA,NA,NA,0.066,0.053,0.03,0.008,0.074,0.083,0.157,0.891566265,466.3333333,NA,Aquilegia canadensis
NA,NA,NA,NA,NA,NA,NA,Aquilegia canadensis,NA,NA,NA,Zirbel_gh,Aquilegia.canadensis,AQUCAN,2,13.99,NA,NA,NA,0.066,0.053,0.03,0.008,0.074,0.083,0.157,0.891566265,466.3333333,NA,Aquilegia canadensis
NA,NA,NA,NA,NA,NA,NA,Aquilegia canadensis,NA,NA,NA,Zirbel_gh,Aquilegia.canadensis,AQUCAN,2,13.99,NA,NA,NA,0.066,0.053,0.03,0.008,0.074,0.083,0.157,0.891566265,466.3333333,NA,Aquilegia canadensis
NA,NA,NA,NA,NA,NA,NA,Aquilegia canadensis,NA,NA,NA,Zirbel_gh,Aquilegia.canadensis,AQUCAN,2,13.99,NA,NA,NA,0.066,0.053,0.03,0.008,0.074,0.083,0.157,0.891566265,466.3333333,NA,Aquilegia canadensis
NA,NA,NA,NA,NA,NA,NA,Aquilegia canadensis,NA,NA,NA,Zirbel_gh,Aquilegia.canadensis,AQUCAN,2,13.99,NA,NA,NA,0.066,0.053,0.03,0.008,0.074,0.083,0.157,0.891566265,466.3333333,NA,Aquilegia canadensis
NA,NA,NA,NA,NA,NA,NA,Aquilegia canadensis,NA,NA,NA,Zirbel_gh,Aquilegia.canadensis,AQUCAN,3,8.811,NA,NA,NA,0.196,0.136,0.027,0.025,0.221,0.163,0.384,1.3558282209999999,326.3333333,NA,Aquilegia canadensis
NA,NA,NA,NA,NA,NA,NA,Aquilegia canadensis,NA,NA,NA,Zirbel_gh,Aquilegia.canadensis,AQUCAN,3,8.811,NA,NA,NA,0.196,0.136,0.027,0.025,0.221,0.163,0.384,1.3558282209999999,326.3333333,NA,Aquilegia canadensis
NA,NA,NA,NA,NA,NA,NA,Aquilegia canadensis,NA,NA,NA,Zirbel_gh,Aquilegia.canadensis,AQUCAN,3,8.811,NA,NA,NA,0.196,0.136,0.027,0.025,0.221,0.163,0.384,1.3558282209999999,326.3333333,NA,Aquilegia canadensis
NA,NA,NA,NA,NA,NA,NA,Aquilegia canadensis,NA,NA,NA,Zirbel_gh,Aquilegia.canadensis,AQUCAN,3,8.811,NA,NA,NA,0.196,0.136,0.027,0.025,0.221,0.163,0.384,1.3558282209999999,326.3333333,NA,Aquilegia canadensis
NA,NA,NA,NA,NA,NA,NA,Aquilegia canadensis,NA,NA,NA,Zirbel_gh,Aquilegia.canadensis,AQUCAN,3,8.811,NA,NA,NA,0.196,0.136,0.027,0.025,0.221,0.163,0.384,1.3558282209999999,326.3333333,NA,Aquilegia canadensis
NA,NA,NA,NA,NA,NA,NA,Aquilegia canadensis,NA,NA,NA,Zirbel_gh,Aquilegia.canadensis,AQUCAN,4,15.137,1.2893,44.18,34.266656330000004,0.413,0.141,0.048,0.019,0.432,0.189,0.621,2.285714286,315.3541667,NA,Aquilegia canadensis
NA,NA,NA,NA,NA,NA,NA,Aquilegia canadensis,NA,NA,NA,Zirbel_gh,Aquilegia.canadensis,AQUCAN,4,15.137,1.2893,44.18,34.266656330000004,0.413,0.141,0.048,0.019,0.432,0.189,0.621,2.285714286,315.3541667,NA,Aquilegia canadensis
NA,NA,NA,NA,NA,NA,NA,Aquilegia canadensis,NA,NA,NA,Zirbel_gh,Aquilegia.canadensis,AQUCAN,4,15.137,1.2893,44.18,34.266656330000004,0.413,0.141,0.048,0.019,0.432,0.189,0.621,2.285714286,315.3541667,NA,Aquilegia canadensis
NA,NA,NA,NA,NA,NA,NA,Aquilegia canadensis,NA,NA,NA,Zirbel_gh,Aquilegia.canadensis,AQUCAN,4,15.137,1.2893,44.18,34.266656330000004,0.413,0.141,0.048,0.019,0.432,0.189,0.621,2.285714286,315.3541667,NA,Aquilegia canadensis
NA,NA,NA,NA,NA,NA,NA,Aquilegia canadensis,NA,NA,NA,Zirbel_gh,Aquilegia.canadensis,AQUCAN,4,15.137,1.2893,44.18,34.266656330000004,0.413,0.141,0.048,0.019,0.432,0.189,0.621,2.285714286,315.3541667,NA,Aquilegia canadensis
NA,NA,NA,NA,NA,NA,NA,Aquilegia canadensis,NA,NA,NA,Zirbel_gh,Aquilegia.canadensis,AQUCAN,5,10.697,1.7245,42.926,24.89185271,0.116,0.091,0.027,0.012,0.128,0.118,0.246,1.084745763,396.1851852,NA,Aquilegia canadensis
NA,NA,NA,NA,NA,NA,NA,Aquilegia canadensis,NA,NA,NA,Zirbel_gh,Aquilegia.canadensis,AQUCAN,5,10.697,1.7245,42.926,24.89185271,0.116,0.091,0.027,0.012,0.128,0.118,0.246,1.084745763,396.1851852,NA,Aquilegia canadensis
NA,NA,NA,NA,NA,NA,NA,Aquilegia canadensis,NA,NA,NA,Zirbel_gh,Aquilegia.canadensis,AQUCAN,5,10.697,1.7245,42.926,24.89185271,0.116,0.091,0.027,0.012,0.128,0.118,0.246,1.084745763,396.1851852,NA,Aquilegia canadensis
NA,NA,NA,NA,NA,NA,NA,Aquilegia canadensis,NA,NA,NA,Zirbel_gh,Aquilegia.canadensis,AQUCAN,5,10.697,1.7245,42.926,24.89185271,0.116,0.091,0.027,0.012,0.128,0.118,0.246,1.084745763,396.1851852,NA,Aquilegia canadensis
NA,NA,NA,NA,NA,NA,NA,Aquilegia canadensis,NA,NA,NA,Zirbel_gh,Aquilegia.canadensis,AQUCAN,5,10.697,1.7245,42.926,24.89185271,0.116,0.091,0.027,0.012,0.128,0.118,0.246,1.084745763,396.1851852,NA,Aquilegia canadensis
NA,NA,NA,NA,NA,NA,NA,Arnoglossum atriplicifolium,NA,NA,NA,Zirbel_gh,Arnoglossum.atriplicifolium,ARNATR,1,20.749,1.0568,40.461,38.28633611,0.547,0.22,0.085,0.177,0.724,0.305,1.029,2.373770492,244.1058824,NA,Arnoglossum atriplicifolium
NA,NA,NA,NA,NA,NA,NA,Arnoglossum atriplicifolium,NA,NA,NA,Zirbel_gh,Arnoglossum.atriplicifolium,ARNATR,1,20.749,1.0568,40.461,38.28633611,0.547,0.22,0.085,0.177,0.724,0.305,1.029,2.373770492,244.1058824,NA,Arnoglossum atriplicifolium
NA,NA,NA,NA,NA,NA,NA,Arnoglossum atriplicifolium,NA,NA,NA,Zirbel_gh,Arnoglossum.atriplicifolium,ARNATR,1,20.749,1.0568,40.461,38.28633611,0.547,0.22,0.085,0.177,0.724,0.305,1.029,2.373770492,244.1058824,NA,Arnoglossum atriplicifolium
NA,NA,NA,NA,NA,NA,NA,Arnoglossum atriplicifolium,NA,NA,NA,Zirbel_gh,Arnoglossum.atriplicifolium,ARNATR,1,20.749,1.0568,40.461,38.28633611,0.547,0.22,0.085,0.177,0.724,0.305,1.029,2.373770492,244.1058824,NA,Arnoglossum atriplicifolium
NA,NA,NA,NA,NA,NA,NA,Arnoglossum atriplicifolium,NA,NA,NA,Zirbel_gh,Arnoglossum.atriplicifolium,ARNATR,1,20.749,1.0568,40.461,38.28633611,0.547,0.22,0.085,0.177,0.724,0.305,1.029,2.373770492,244.1058824,NA,Arnoglossum atriplicifolium
NA,NA,NA,NA,NA,NA,NA,Arnoglossum atriplicifolium,NA,NA,NA,Zirbel_gh,Arnoglossum.atriplicifolium,ARNATR,2,22.47,1.2009,38.849,32.34990424,0.497,0.185,0.112,0.061,0.558,0.297,0.855,1.878787879,200.625,NA,Arnoglossum atriplicifolium
NA,NA,NA,NA,NA,NA,NA,Arnoglossum atriplicifolium,NA,NA,NA,Zirbel_gh,Arnoglossum.atriplicifolium,ARNATR,2,22.47,1.2009,38.849,32.34990424,0.497,0.185,0.112,0.061,0.558,0.297,0.855,1.878787879,200.625,NA,Arnoglossum atriplicifolium
NA,NA,NA,NA,NA,NA,NA,Arnoglossum atriplicifolium,NA,NA,NA,Zirbel_gh,Arnoglossum.atriplicifolium,ARNATR,2,22.47,1.2009,38.849,32.34990424,0.497,0.185,0.112,0.061,0.558,0.297,0.855,1.878787879,200.625,NA,Arnoglossum atriplicifolium
NA,NA,NA,NA,NA,NA,NA,Arnoglossum atriplicifolium,NA,NA,NA,Zirbel_gh,Arnoglossum.atriplicifolium,ARNATR,2,22.47,1.2009,38.849,32.34990424,0.497,0.185,0.112,0.061,0.558,0.297,0.855,1.878787879,200.625,NA,Arnoglossum atriplicifolium
NA,NA,NA,NA,NA,NA,NA,Arnoglossum atriplicifolium,NA,NA,NA,Zirbel_gh,Arnoglossum.atriplicifolium,ARNATR,2,22.47,1.2009,38.849,32.34990424,0.497,0.185,0.112,0.061,0.558,0.297,0.855,1.878787879,200.625,NA,Arnoglossum atriplicifolium
NA,NA,NA,NA,NA,NA,NA,Arnoglossum atriplicifolium,NA,NA,NA,Zirbel_gh,Arnoglossum.atriplicifolium,ARNATR,3,14.429,NA,NA,NA,0.578,0.206,0.072,0.119,0.697,0.278,0.975,2.507194245,200.4027778,NA,Arnoglossum atriplicifolium
NA,NA,NA,NA,NA,NA,NA,Arnoglossum atriplicifolium,NA,NA,NA,Zirbel_gh,Arnoglossum.atriplicifolium,ARNATR,3,14.429,NA,NA,NA,0.578,0.206,0.072,0.119,0.697,0.278,0.975,2.507194245,200.4027778,NA,Arnoglossum atriplicifolium
NA,NA,NA,NA,NA,NA,NA,Arnoglossum atriplicifolium,NA,NA,NA,Zirbel_gh,Arnoglossum.atriplicifolium,ARNATR,3,14.429,NA,NA,NA,0.578,0.206,0.072,0.119,0.697,0.278,0.975,2.507194245,200.4027778,NA,Arnoglossum atriplicifolium
NA,NA,NA,NA,NA,NA,NA,Arnoglossum atriplicifolium,NA,NA,NA,Zirbel_gh,Arnoglossum.atriplicifolium,ARNATR,3,14.429,NA,NA,NA,0.578,0.206,0.072,0.119,0.697,0.278,0.975,2.507194245,200.4027778,NA,Arnoglossum atriplicifolium
NA,NA,NA,NA,NA,NA,NA,Arnoglossum atriplicifolium,NA,NA,NA,Zirbel_gh,Arnoglossum.atriplicifolium,ARNATR,3,14.429,NA,NA,NA,0.578,0.206,0.072,0.119,0.697,0.278,0.975,2.507194245,200.4027778,NA,Arnoglossum atriplicifolium
NA,NA,NA,NA,NA,NA,NA,Arnoglossum atriplicifolium,NA,NA,NA,Zirbel_gh,Arnoglossum.atriplicifolium,ARNATR,4,19.927,1.0376,39.877,38.43195837,0.555,0.274,0.089,0.091,0.646,0.363,1.009,1.779614325,223.8988764,NA,Arnoglossum atriplicifolium
NA,NA,NA,NA,NA,NA,NA,Arnoglossum atriplicifolium,NA,NA,NA,Zirbel_gh,Arnoglossum.atriplicifolium,ARNATR,4,19.927,1.0376,39.877,38.43195837,0.555,0.274,0.089,0.091,0.646,0.363,1.009,1.779614325,223.8988764,NA,Arnoglossum atriplicifolium
NA,NA,NA,NA,NA,NA,NA,Arnoglossum atriplicifolium,NA,NA,NA,Zirbel_gh,Arnoglossum.atriplicifolium,ARNATR,4,19.927,1.0376,39.877,38.43195837,0.555,0.274,0.089,0.091,0.646,0.363,1.009,1.779614325,223.8988764,NA,Arnoglossum atriplicifolium
NA,NA,NA,NA,NA,NA,NA,Arnoglossum atriplicifolium,NA,NA,NA,Zirbel_gh,Arnoglossum.atriplicifolium,ARNATR,4,19.927,1.0376,39.877,38.43195837,0.555,0.274,0.089,0.091,0.646,0.363,1.009,1.779614325,223.8988764,NA,Arnoglossum atriplicifolium
NA,NA,NA,NA,NA,NA,NA,Arnoglossum atriplicifolium,NA,NA,NA,Zirbel_gh,Arnoglossum.atriplicifolium,ARNATR,4,19.927,1.0376,39.877,38.43195837,0.555,0.274,0.089,0.091,0.646,0.363,1.009,1.779614325,223.8988764,NA,Arnoglossum atriplicifolium
NA,NA,NA,NA,NA,NA,NA,Arnoglossum atriplicifolium,NA,NA,NA,Zirbel_gh,Arnoglossum.atriplicifolium,ARNATR,5,16.449,NA,NA,NA,0.728,0.283,0.083,0.128,0.856,0.366,1.222,2.338797814,198.1807229,NA,Arnoglossum atriplicifolium
NA,NA,NA,NA,NA,NA,NA,Arnoglossum atriplicifolium,NA,NA,NA,Zirbel_gh,Arnoglossum.atriplicifolium,ARNATR,5,16.449,NA,NA,NA,0.728,0.283,0.083,0.128,0.856,0.366,1.222,2.338797814,198.1807229,NA,Arnoglossum atriplicifolium
NA,NA,NA,NA,NA,NA,NA,Arnoglossum atriplicifolium,NA,NA,NA,Zirbel_gh,Arnoglossum.atriplicifolium,ARNATR,5,16.449,NA,NA,NA,0.728,0.283,0.083,0.128,0.856,0.366,1.222,2.338797814,198.1807229,NA,Arnoglossum atriplicifolium
NA,NA,NA,NA,NA,NA,NA,Arnoglossum atriplicifolium,NA,NA,NA,Zirbel_gh,Arnoglossum.atriplicifolium,ARNATR,5,16.449,NA,NA,NA,0.728,0.283,0.083,0.128,0.856,0.366,1.222,2.338797814,198.1807229,NA,Arnoglossum atriplicifolium
NA,NA,NA,NA,NA,NA,NA,Arnoglossum atriplicifolium,NA,NA,NA,Zirbel_gh,Arnoglossum.atriplicifolium,ARNATR,5,16.449,NA,NA,NA,0.728,0.283,0.083,0.128,0.856,0.366,1.222,2.338797814,198.1807229,NA,Arnoglossum atriplicifolium
NA,NA,NA,NA,NA,NA,NA,Asclepias tuberosa,NA,NA,NA,Zirbel_gh,Asclepias.tuberosa,ASCTUB,1,6.464,1.9185,50.204,26.1683607,0.657,0.286,0.012,0.017,0.674,0.298,0.972,2.261744966,538.6666667,NA,Asclepias tuberosa
NA,NA,NA,NA,NA,NA,NA,Asclepias tuberosa,NA,NA,NA,Zirbel_gh,Asclepias.tuberosa,ASCTUB,1,6.464,1.9185,50.204,26.1683607,0.657,0.286,0.012,0.017,0.674,0.298,0.972,2.261744966,538.6666667,NA,Asclepias tuberosa
NA,NA,NA,NA,NA,NA,NA,Asclepias tuberosa,NA,NA,NA,Zirbel_gh,Asclepias.tuberosa,ASCTUB,1,6.464,1.9185,50.204,26.1683607,0.657,0.286,0.012,0.017,0.674,0.298,0.972,2.261744966,538.6666667,NA,Asclepias tuberosa
NA,NA,NA,NA,NA,NA,NA,Asclepias tuberosa,NA,NA,NA,Zirbel_gh,Asclepias.tuberosa,ASCTUB,1,6.464,1.9185,50.204,26.1683607,0.657,0.286,0.012,0.017,0.674,0.298,0.972,2.261744966,538.6666667,NA,Asclepias tuberosa
NA,NA,NA,NA,NA,NA,NA,Asclepias tuberosa,NA,NA,NA,Zirbel_gh,Asclepias.tuberosa,ASCTUB,1,6.464,1.9185,50.204,26.1683607,0.657,0.286,0.012,0.017,0.674,0.298,0.972,2.261744966,538.6666667,NA,Asclepias tuberosa
NA,NA,NA,NA,NA,NA,NA,Asclepias tuberosa,NA,NA,NA,Zirbel_gh,Asclepias.tuberosa,ASCTUB,2,5.178,NA,NA,NA,1.328,0.644,0.015,0.038,1.366,0.659,2.025,2.072837633,345.2,NA,Asclepias tuberosa
NA,NA,NA,NA,NA,NA,NA,Asclepias tuberosa,NA,NA,NA,Zirbel_gh,Asclepias.tuberosa,ASCTUB,2,5.178,NA,NA,NA,1.328,0.644,0.015,0.038,1.366,0.659,2.025,2.072837633,345.2,NA,Asclepias tuberosa
NA,NA,NA,NA,NA,NA,NA,Asclepias tuberosa,NA,NA,NA,Zirbel_gh,Asclepias.tuberosa,ASCTUB,2,5.178,NA,NA,NA,1.328,0.644,0.015,0.038,1.366,0.659,2.025,2.072837633,345.2,NA,Asclepias tuberosa
NA,NA,NA,NA,NA,NA,NA,Asclepias tuberosa,NA,NA,NA,Zirbel_gh,Asclepias.tuberosa,ASCTUB,2,5.178,NA,NA,NA,1.328,0.644,0.015,0.038,1.366,0.659,2.025,2.072837633,345.2,NA,Asclepias tuberosa
NA,NA,NA,NA,NA,NA,NA,Asclepias tuberosa,NA,NA,NA,Zirbel_gh,Asclepias.tuberosa,ASCTUB,2,5.178,NA,NA,NA,1.328,0.644,0.015,0.038,1.366,0.659,2.025,2.072837633,345.2,NA,Asclepias tuberosa
NA,NA,NA,NA,NA,NA,NA,Asclepias tuberosa,NA,NA,NA,Zirbel_gh,Asclepias.tuberosa,ASCTUB,3,2.998,2.5159,55.449,22.03942923,0.748,0.236,0.007,0.054,0.802,0.243,1.045,3.300411523,428.2857143,NA,Asclepias tuberosa
NA,NA,NA,NA,NA,NA,NA,Asclepias tuberosa,NA,NA,NA,Zirbel_gh,Asclepias.tuberosa,ASCTUB,3,2.998,2.5159,55.449,22.03942923,0.748,0.236,0.007,0.054,0.802,0.243,1.045,3.300411523,428.2857143,NA,Asclepias tuberosa
NA,NA,NA,NA,NA,NA,NA,Asclepias tuberosa,NA,NA,NA,Zirbel_gh,Asclepias.tuberosa,ASCTUB,3,2.998,2.5159,55.449,22.03942923,0.748,0.236,0.007,0.054,0.802,0.243,1.045,3.300411523,428.2857143,NA,Asclepias tuberosa
NA,NA,NA,NA,NA,NA,NA,Asclepias tuberosa,NA,NA,NA,Zirbel_gh,Asclepias.tuberosa,ASCTUB,3,2.998,2.5159,55.449,22.03942923,0.748,0.236,0.007,0.054,0.802,0.243,1.045,3.300411523,428.2857143,NA,Asclepias tuberosa
NA,NA,NA,NA,NA,NA,NA,Asclepias tuberosa,NA,NA,NA,Zirbel_gh,Asclepias.tuberosa,ASCTUB,3,2.998,2.5159,55.449,22.03942923,0.748,0.236,0.007,0.054,0.802,0.243,1.045,3.300411523,428.2857143,NA,Asclepias tuberosa
NA,NA,NA,NA,NA,NA,NA,Asclepias tuberosa,NA,NA,NA,Zirbel_gh,Asclepias.tuberosa,ASCTUB,4,6.252,1.5894,47.115,29.64326161,0.7,0.383,0.013,0.043,0.743,0.396,1.139,1.876262626,480.9230769,NA,Asclepias tuberosa
NA,NA,NA,NA,NA,NA,NA,Asclepias tuberosa,NA,NA,NA,Zirbel_gh,Asclepias.tuberosa,ASCTUB,4,6.252,1.5894,47.115,29.64326161,0.7,0.383,0.013,0.043,0.743,0.396,1.139,1.876262626,480.9230769,NA,Asclepias tuberosa
NA,NA,NA,NA,NA,NA,NA,Asclepias tuberosa,NA,NA,NA,Zirbel_gh,Asclepias.tuberosa,ASCTUB,4,6.252,1.5894,47.115,29.64326161,0.7,0.383,0.013,0.043,0.743,0.396,1.139,1.876262626,480.9230769,NA,Asclepias tuberosa
NA,NA,NA,NA,NA,NA,NA,Asclepias tuberosa,NA,NA,NA,Zirbel_gh,Asclepias.tuberosa,ASCTUB,4,6.252,1.5894,47.115,29.64326161,0.7,0.383,0.013,0.043,0.743,0.396,1.139,1.876262626,480.9230769,NA,Asclepias tuberosa
NA,NA,NA,NA,NA,NA,NA,Asclepias tuberosa,NA,NA,NA,Zirbel_gh,Asclepias.tuberosa,ASCTUB,4,6.252,1.5894,47.115,29.64326161,0.7,0.383,0.013,0.043,0.743,0.396,1.139,1.876262626,480.9230769,NA,Asclepias tuberosa
NA,NA,NA,NA,NA,NA,NA,Asclepias tuberosa,NA,NA,NA,Zirbel_gh,Asclepias.tuberosa,ASCTUB,5,1.695,NA,NA,NA,0.555,0.17,0.003,0.014,0.569,0.173,0.742,3.289017341,565,NA,Asclepias tuberosa
NA,NA,NA,NA,NA,NA,NA,Asclepias tuberosa,NA,NA,NA,Zirbel_gh,Asclepias.tuberosa,ASCTUB,5,1.695,NA,NA,NA,0.555,0.17,0.003,0.014,0.569,0.173,0.742,3.289017341,565,NA,Asclepias tuberosa
NA,NA,NA,NA,NA,NA,NA,Asclepias tuberosa,NA,NA,NA,Zirbel_gh,Asclepias.tuberosa,ASCTUB,5,1.695,NA,NA,NA,0.555,0.17,0.003,0.014,0.569,0.173,0.742,3.289017341,565,NA,Asclepias tuberosa
NA,NA,NA,NA,NA,NA,NA,Asclepias tuberosa,NA,NA,NA,Zirbel_gh,Asclepias.tuberosa,ASCTUB,5,1.695,NA,NA,NA,0.555,0.17,0.003,0.014,0.569,0.173,0.742,3.289017341,565,NA,Asclepias tuberosa
NA,NA,NA,NA,NA,NA,NA,Asclepias tuberosa,NA,NA,NA,Zirbel_gh,Asclepias.tuberosa,ASCTUB,5,1.695,NA,NA,NA,0.555,0.17,0.003,0.014,0.569,0.173,0.742,3.289017341,565,NA,Asclepias tuberosa
NA,NA,NA,NA,NA,NA,NA,Asclepias verticillata,NA,NA,NA,Zirbel_gh,Asclepias.verticillata,ASCVER,1,1.285,NA,NA,NA,0.584,0.21,0.004,0.028,0.612,0.214,0.826,2.859813084,321.25,NA,Asclepias verticillata
NA,NA,NA,NA,NA,NA,NA,Asclepias verticillata,NA,NA,NA,Zirbel_gh,Asclepias.verticillata,ASCVER,1,1.285,NA,NA,NA,0.584,0.21,0.004,0.028,0.612,0.214,0.826,2.859813084,321.25,NA,Asclepias verticillata
NA,NA,NA,NA,NA,NA,NA,Asclepias verticillata,NA,NA,NA,Zirbel_gh,Asclepias.verticillata,ASCVER,1,1.285,NA,NA,NA,0.584,0.21,0.004,0.028,0.612,0.214,0.826,2.859813084,321.25,NA,Asclepias verticillata
NA,NA,NA,NA,NA,NA,NA,Asclepias verticillata,NA,NA,NA,Zirbel_gh,Asclepias.verticillata,ASCVER,1,1.285,NA,NA,NA,0.584,0.21,0.004,0.028,0.612,0.214,0.826,2.859813084,321.25,NA,Asclepias verticillata
NA,NA,NA,NA,NA,NA,NA,Asclepias verticillata,NA,NA,NA,Zirbel_gh,Asclepias.verticillata,ASCVER,2,1.364,NA,NA,NA,0.783,0.357,0.005,0.052,0.835,0.362,1.197,2.306629834,272.8,NA,Asclepias verticillata
NA,NA,NA,NA,NA,NA,NA,Asclepias verticillata,NA,NA,NA,Zirbel_gh,Asclepias.verticillata,ASCVER,2,1.364,NA,NA,NA,0.783,0.357,0.005,0.052,0.835,0.362,1.197,2.306629834,272.8,NA,Asclepias verticillata
NA,NA,NA,NA,NA,NA,NA,Asclepias verticillata,NA,NA,NA,Zirbel_gh,Asclepias.verticillata,ASCVER,2,1.364,NA,NA,NA,0.783,0.357,0.005,0.052,0.835,0.362,1.197,2.306629834,272.8,NA,Asclepias verticillata
